Hotel_Name,Hotel_Rating,City,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Hotel_Price,Hotel_Link
HOTEL GALAXY INN,3.6,durgapur,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Room service,Airport shuttle,Full-service laundry,Kid-friendly,795.0,https://www.agoda.com/search?text=HOTEL%20GALAXY%20INN%20durgapur%20India
"The Peerless Inn, Durgapur",4.0,durgapur,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Kitchen,2589.0,https://www.agoda.com/search?text=The%20Peerless%20Inn%2C%20Durgapur%20durgapur%20India
The Damodar Retreat,4.6,durgapur,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly,2183.0,https://www.agoda.com/search?text=The%20Damodar%20Retreat%20durgapur%20India
Banerjee Inn- City Centre,4.1,durgapur,3-star hotel,Free breakfast,Wi-Fi,Pool,Air conditioning,Bar,Restaurant,Room service,Full-service laundry,1764.0,https://www.agoda.com/search?text=Banerjee%20Inn-%20City%20Centre%20durgapur%20India
City International Hotel,3.8,durgapur,3-star hotel,Free parking,Air conditioning,Restaurant,Airport shuttle,Full-service laundry,Kid-friendly,Full-service laundry,Restaurant,1518.0,https://www.agoda.com/search?text=City%20International%20Hotel%20durgapur%20India
Morvee Hotels Durgapur,4.4,durgapur,Free breakfast,Free Wi-Fi,Paid parking,Spa,Restaurant,Room service,Kitchen,Airport shuttle,Full-service laundry,2245.0,https://www.agoda.com/search?text=Morvee%20Hotels%20Durgapur%20durgapur%20India
Kalpana Inn,4.0,durgapur,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,1223.0,https://www.agoda.com/search?text=Kalpana%20Inn%20durgapur%20India
The Spices,4.0,durgapur,3-star hotel,Free breakfast,Free Wi-Fi,Pool,Air conditioning,Restaurant,Restaurant,Spa,Restaurant,1663.0,https://www.agoda.com/search?text=The%20Spices%20durgapur%20India
Hotel Steel Regency,3.6,durgapur,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Room service,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly,1039.0,https://www.agoda.com/search?text=Hotel%20Steel%20Regency%20durgapur%20India
Hotel Astor,4.3,durgapur,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,Business center,1992.0,https://www.agoda.com/search?text=Hotel%20Astor%20durgapur%20India
Park prime hotel,3.9,durgapur,3-star hotel,Free breakfast,Free Wi-Fi,Pool,Restaurant,Room service,Kitchen,Full-service laundry,No airport shuttle,2388.0,https://www.agoda.com/search?text=Park%20prime%20hotel%20durgapur%20India
OJAS HOTEL & RESORT,4.4,durgapur,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,Full-service laundry,1985.0,https://www.agoda.com/search?text=OJAS%20HOTEL%20%26%20RESORT%20durgapur%20India
Kohinoor Hotel and Restaurant Benachity (A Legend since 1956),3.7,durgapur,Free breakfast,Free Wi-Fi,Free parking,Free parking,Pool,Free Wi-Fi,No crib,Bar,Airport shuttle,1280.0,https://www.agoda.com/search?text=Kohinoor%20Hotel%20and%20Restaurant%20Benachity%20%28A%20Legend%20since%201956%29%20durgapur%20India
Hotel ASTOR,4.5,durgapur,Free breakfast,Free Wi-Fi,Pool,Restaurant,Room service,Kitchen,Full-service laundry,Spa,Full-service laundry,2047.0,https://www.agoda.com/search?text=Hotel%20Astor%20durgapur%20India
Morvee Hotels Durgapur,4.4,durgapur,Free breakfast,Free Wi-Fi,Paid parking,Spa,Restaurant,Room service,Kitchen,Airport shuttle,Full-service laundry,2245.0,https://www.agoda.com/search?text=Morvee%20Hotels%20Durgapur%20durgapur%20India
OJAS HOTEL & RESORT,4.4,durgapur,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,Full-service laundry,2046.0,https://www.agoda.com/search?text=OJAS%20HOTEL%20%26%20RESORT%20durgapur%20India
Treebo Trend Winsome Banquet And Resort,4.6,ranchi,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,Business center,2304.0,https://www.agoda.com/search?text=Treebo%20Trend%20Winsome%20Banquet%20And%20Resort%20ranchi%20India
Treebo Trend Archie Regency,4.0,ranchi,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,Spa,2205.0,https://www.agoda.com/search?text=Treebo%20Trend%20Archie%20Regency%20ranchi%20India
Radisson Blu Hotel Ranchi,4.5,ranchi,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,8047.0,https://www.agoda.com/search?text=Radisson%20Blu%20Hotel%20Ranchi%20ranchi%20India
"FabHotel Accord - Hotel in Ranchi Railway Station, Ranchi",4.6,ranchi,Free breakfast,Free Wi-Fi,Pool,Air conditioning,Paid parking,Restaurant,Room service,Kid-friendly,Room service,2426.0,https://www.agoda.com/search?text=FabHotel%20Accord%20-%20Hotel%20in%20Ranchi%20Railway%20Station%2C%20Ranchi%20ranchi%20India
Park Prime Ranchi,4.0,ranchi,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,3931.0,https://www.agoda.com/search?text=Park%20Prime%20Ranchi%20ranchi%20India
Treebo Trend Winsome Banquet And Resort,4.6,ranchi,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,Business center,2304.0,https://www.agoda.com/search?text=Treebo%20Trend%20Winsome%20Banquet%20And%20Resort%20ranchi%20India
Hotel Meera,4.2,ranchi,Free Wi-Fi,Pool,Air conditioning,Full-service laundry,Kid-friendly,Restaurant,Restaurant,Full-service laundry,Kitchen,645.0,https://www.agoda.com/search?text=Hotel%20Meera%20ranchi%20India
The Royal Retreat,4.2,ranchi,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,Room service,4140.0,https://www.agoda.com/search?text=The%20Royal%20Retreat%20ranchi%20India
Maplewood Hotel,4.1,ranchi,3-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,3121.0,https://www.agoda.com/search?text=Maplewood%20Hotel%20ranchi%20India
Hotel Kuber Palace,4.6,ranchi,1-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Bar,Restaurant,Room service,1120.0,https://www.agoda.com/search?text=Hotel%20Kuber%20Palace%20ranchi%20India
Hotel Fountain,4.3,ranchi,3-star hotel,Free Wi-Fi,Paid parking,Free parking,Restaurant,No air conditioning,Room service,Room service,No elevator,1680.0,https://www.agoda.com/search?text=Hotel%20Fountain%20ranchi%20India
Samargarh Resorts and hotel,3.9,ranchi,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Pet-friendly,Restaurant,Room service,Full-service laundry,2654.0,https://www.agoda.com/search?text=Samargarh%20Resorts%20and%20hotel%20ranchi%20India
The Cennet Ranchi,4.4,ranchi,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,Spa,2160.0,https://www.agoda.com/search?text=The%20Cennet%20Ranchi%20ranchi%20India
Hotel Sohrai inn,4.5,ranchi,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Room service,Airport shuttle,Full-service laundry,Accessible,1317.0,https://www.agoda.com/search?text=Hotel%20Sohrai%20inn%20ranchi%20India
Chanakya BNR Hotel,4.4,ranchi,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,7116.0,https://www.agoda.com/search?text=Chanakya%20BNR%20Hotel%20ranchi%20India
"Hotel Green Horizon Station Road, Ranchi. 834001",4.2,ranchi,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Fitness center,Restaurant,Room service,Full-service laundry,3087.0,https://www.agoda.com/search?text=Hotel%20Green%20Horizon%20Station%20Road%2C%20Ranchi.%20834001%20ranchi%20India
Capitol Hill,4.3,ranchi,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,6318.0,https://www.agoda.com/search?text=Capitol%20Hill%20ranchi%20India
Divisha The Bali Resort,4.9,ranchi,3-star hotel,Free breakfast,Wi-Fi,Paid parking,Pool,No beach access,Air conditioning,Full-service laundry,Smoke-free,840.0,https://www.agoda.com/search?text=Divisha%20The%20Bali%20Resort%20ranchi%20India
Divisha Hotel Marina,4.7,ranchi,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Pet-friendly,Spa,Bar,Restaurant,1624.0,https://www.agoda.com/search?text=Divisha%20Hotel%20Marina%20ranchi%20India
"Le Lac Sarovar Portico, Ranchi",4.2,ranchi,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,7056.0,https://www.agoda.com/search?text=Le%20Lac%20Sarovar%20Portico%2C%20Ranchi%20ranchi%20India
Hotel AVN Grand,4.2,ranchi,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,5600.0,https://www.agoda.com/search?text=Hotel%20AVN%20Grand%20ranchi%20India
The Royal Retreat,4.2,ranchi,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,Room service,4255.0,https://www.agoda.com/search?text=The%20Royal%20Retreat%20ranchi%20India
Treebo Trend Lalaji'S Executive,3.9,aurangabad,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,2444.0,https://www.agoda.com/search?text=Treebo%20Trend%20Lalaji%27S%20Executive%20aurangabad%20India
Treebo Trend Admiral Suites,3.5,aurangabad,Free breakfast,Free Wi-Fi,Pool,Air conditioning,Room service,Kitchen,Full-service laundry,Fitness center,Airport shuttle,2451.0,https://www.agoda.com/search?text=Treebo%20Trend%20Admiral%20Suites%20aurangabad%20India
Zostel Aurangabad,4.4,aurangabad,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Smoke-free,Air conditioning,Room service,Full-service laundry,Full-service laundry,1219.0,https://www.agoda.com/search?text=Zostel%20Aurangabad%20aurangabad%20India
MTDC Aurangabad Resort,3.8,aurangabad,Free breakfast,Paid parking,Pool,Restaurant,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly,Kid-friendly,1680.0,https://www.agoda.com/search?text=MTDC%20Aurangabad%20Resort%20aurangabad%20India
Hotel Royal Regency,3.7,aurangabad,2-star hotel,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,914.0,https://www.agoda.com/search?text=Hotel%20Royal%20Regency%20aurangabad%20India
Hotel Modi Samrat,4.3,aurangabad,2-star hotel,Breakfast,Free Wi-Fi,Free parking,Restaurant,Room service,Kitchen,Full-service laundry,Smoke-free,1263.0,https://www.agoda.com/search?text=Hotel%20Modi%20Samrat%20aurangabad%20India
Ginger Aurangabad,4.0,aurangabad,3-star hotel,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Breakfast,Full-service laundry,Kid-friendly,Full-service laundry,2799.0,https://www.agoda.com/search?text=Ginger%20Aurangabad%20aurangabad%20India
Hotel J P International,3.7,aurangabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,2513.0,https://www.agoda.com/search?text=Hotel%20J%20P%20International%20aurangabad%20India
Hotel Holiday Era Lodging,3.5,aurangabad,2-star hotel,Free breakfast,Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,871.0,https://www.agoda.com/search?text=Hotel%20Holiday%20Era%20Lodging%20aurangabad%20India
7 Apple Hotel - Aurangabad,4.0,aurangabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Full-service laundry,Accessible,Kid-friendly,2244.0,https://www.agoda.com/search?text=7%20Apple%20Hotel%20-%20Aurangabad%20aurangabad%20India
Hotel Holiday Pride,4.2,aurangabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Full-service laundry,No beach access,Room service,Accessible,Accessible,1813.0,https://www.agoda.com/search?text=Hotel%20Holiday%20Pride%20aurangabad%20India
Hotel The Sky Court,3.9,aurangabad,3-star hotel,Free breakfast,Free Wi-Fi,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,1836.0,https://www.agoda.com/search?text=Hotel%20The%20Sky%20Court%20aurangabad%20India
"Welcomhotel By ITC Hotels, Rama International, Aurangabad-Premium business & leisure hotel| Near Ajanta Ellora Caves",4.5,aurangabad,5-star hotel,Breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,9636.0,https://www.agoda.com/search?text=Welcomhotel%20By%20ITC%20Hotels%2C%20Rama%20International%2C%20Aurangabad-Premium%20business%20%26%20leisure%20hotel%7C%20Near%20Ajanta%20Ellora%20Caves%20aurangabad%20India
"Ambassador Ajanta Hotel, Aurangabad",4.2,aurangabad,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,4322.0,https://www.agoda.com/search?text=Ambassador%20Ajanta%20Hotel%2C%20Aurangabad%20aurangabad%20India
"The Fern Residency, Aurangabad",4.1,aurangabad,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,4928.0,https://www.agoda.com/search?text=The%20Fern%20Residency%2C%20Aurangabad%20aurangabad%20India
Aurangabad Gymkhana Club Hotel,4.1,aurangabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,2573.0,https://www.agoda.com/search?text=Aurangabad%20Gymkhana%20Club%20Hotel%20aurangabad%20India
Hotel Grand Ecotel,4.2,aurangabad,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,2204.0,https://www.agoda.com/search?text=Hotel%20Grand%20Ecotel%20aurangabad%20India
Hotel kartiki,4.0,aurangabad,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Full-service laundry,Kid-friendly,1087.0,https://www.agoda.com/search?text=Hotel%20kartiki%20aurangabad%20India
Lemon Tree Hotel,4.2,aurangabad,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,6215.0,https://www.agoda.com/search?text=Lemon%20Tree%20Hotel%20aurangabad%20India
Enrise By Sayaji,4.2,aurangabad,3-star hotel,Free breakfast,Free Wi-Fi,Pool,Restaurant,Room service,Kitchen,Airport shuttle,Full-service laundry,3348.0,https://www.agoda.com/search?text=Enrise%20By%20Sayaji%20aurangabad%20India
The Manor Hotel,3.9,aurangabad,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,2566.0,https://www.agoda.com/search?text=The%20Manor%20Hotel%20aurangabad%20India
Radhika Ex,3.9,aurangabad,Breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Kitchen,Kid-friendly,Smoke-free,Kid-friendly,2357.0,https://www.agoda.com/search?text=Radhika%20Ex%20aurangabad%20India
Novotel Ahmedabad,4.6,ahmedabad,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,6042.0,https://www.agoda.com/search?text=Novotel%20Ahmedabad%20ahmedabad%20India
The Grand Bhagwati,4.3,ahmedabad,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,4854.0,https://www.agoda.com/search?text=The%20Grand%20Bhagwati%20ahmedabad%20India
"Holiday Inn Express Ahmedabad Prahlad Nagar, an IHG Hotel",4.4,ahmedabad,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,Accessible,4007.0,https://www.agoda.com/search?text=Holiday%20Inn%20Express%20Ahmedabad%20Prahlad%20Nagar%2C%20an%20IHG%20Hotel%20ahmedabad%20India
"Taj Skyline, Ahmedabad",4.5,ahmedabad,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Spa,Restaurant,Room service,Airport shuttle,8064.0,https://www.agoda.com/search?text=Taj%20Skyline%2C%20Ahmedabad%20ahmedabad%20India
Hyatt Regency Ahmedabad,4.4,ahmedabad,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,6490.0,https://www.agoda.com/search?text=Hyatt%20Regency%20Ahmedabad%20ahmedabad%20India
"Welcomhotel By ITC Hotels, Ashram Road, Ahmedabad",4.6,ahmedabad,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Hot tub,Fitness center,Spa,Restaurant,Room service,5334.0,https://www.agoda.com/search?text=Welcomhotel%20By%20ITC%20Hotels%2C%20Ashram%20Road%2C%20Ahmedabad%20ahmedabad%20India
Hotel Eldorado,4.3,ahmedabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,3100.0,https://www.agoda.com/search?text=Hotel%20Eldorado%20ahmedabad%20India
Courtyard by Marriott Ahmedabad,4.4,ahmedabad,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,7263.0,https://www.agoda.com/search?text=Courtyard%20by%20Marriott%20Ahmedabad%20ahmedabad%20India
"ITC Narmada, a Luxury Collection Hotel, Ahmedabad",4.6,ahmedabad,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,11400.0,https://www.agoda.com/search?text=ITC%20Narmada%2C%20a%20Luxury%20Collection%20Hotel%2C%20Ahmedabad%20ahmedabad%20India
Novotel Ahmedabad,4.6,ahmedabad,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,5913.0,https://www.agoda.com/search?text=Novotel%20Ahmedabad%20ahmedabad%20India
Hyatt Ahmedabad,4.5,ahmedabad,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,5475.0,https://www.agoda.com/search?text=Hyatt%20Ahmedabad%20ahmedabad%20India
Ramada by Wyndham Ahmedabad,4.0,ahmedabad,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Spa,Restaurant,Room service,4680.0,https://www.agoda.com/search?text=Ramada%20by%20Wyndham%20Ahmedabad%20ahmedabad%20India
Radhe Upavan Resort,4.4,ahmedabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,5206.0,https://www.agoda.com/search?text=Radhe%20Upavan%20Resort%20ahmedabad%20India
Agrasen Foundation,4.2,ahmedabad,1-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Air conditioning,Fitness center,Full-service laundry,Restaurant,1765.0,https://www.agoda.com/search?text=Agrasen%20Foundation%20ahmedabad%20India
Aarya Grand Hotels & Resorts,4.2,ahmedabad,3-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,3091.0,https://www.agoda.com/search?text=Aarya%20Grand%20Hotels%20%26%20Resorts%20ahmedabad%20India
DoubleTree by Hilton Ahmedabad,4.5,ahmedabad,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,6182.0,https://www.agoda.com/search?text=DoubleTree%20by%20Hilton%20Ahmedabad%20ahmedabad%20India
"Fortune Select SG Highway, Ahmedabad - Member ITC's hotel group",4.3,ahmedabad,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,4929.0,https://www.agoda.com/search?text=Fortune%20Select%20SG%20Highway%2C%20Ahmedabad%20-%20Member%20ITC%27s%20hotel%20group%20ahmedabad%20India
in&out AC Dormitory Ahmedabad,4.1,ahmedabad,1-star hotel,Free Wi-Fi,Paid parking,Pool,Restaurant,Airport shuttle,Full-service laundry,Spa,Kitchen,646.0,https://www.agoda.com/search?text=in%26out%20AC%20Dormitory%20Ahmedabad%20ahmedabad%20India
Tribecca Select,4.3,ahmedabad,3-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,2097.0,https://www.agoda.com/search?text=Tribecca%20Select%20ahmedabad%20India
